iter	RMSE
192	0.2198022519
193	0.2193643911
194	0.2187344483
195	0.2185325283
196	0.2182157432
197	0.2179124545
198	0.2177925979
199	0.2175622384
200	0.2169234068
201	0.2167212701
202	0.2165106158
203	0.2162669914
204	0.216166632
205	0.2160606405
206	0.2157846424
207	0.2155045684
208	0.2153818996
209	0.2151212223
210	0.2148138336
211	0.2146803575
212	0.2143720541
213	0.2138848916
214	0.2137583531
215	0.2135292663
216	0.2133139569
217	0.2127971013
218	0.2123887046
219	0.2122493658
220	0.2118367463
221	0.2116316881
222	0.21146697
223	0.2111973347
224	0.2109617353
225	0.2108011512
226	0.2105432982
227	0.2102700926
228	0.2102117809
229	0.2099936974
230	0.2095890402
231	0.209425532
232	0.2093692798
233	0.2087874536
234	0.2085839579
235	0.2083357119
236	0.2081109052
237	0.2079560699
238	0.20774033
239	0.2076909557
240	0.2074810389
241	0.2072358982
242	0.2069821103
243	0.2069143443
244	0.2066793077
245	0.2065650338
246	0.2063463362
247	0.206088144
248	0.2058910302
249	0.2055630107
250	0.2054683764
251	0.2053929127
252	0.2047889238
253	0.2045859136
254	0.2044047089
255	0.2040139574
256	0.2037558998
257	0.2032324818
258	0.2029740353
259	0.2024708316
260	0.2024262562
261	0.2023634523
262	0.2023197749
263	0.2020053075
264	0.201450069
265	0.2011492487
266	0.2009049547
267	0.2003385335
268	0.2002159076
269	0.2001723194
270	0.200130805
271	0.1999548917
272	0.1998027065
273	0.1996877864
274	0.1994087196
275	0.1993696347
276	0.1992082709
277	0.1988987652
278	0.1988608937
279	0.1988064502
280	0.1985117641
281	0.1983271264
282	0.1981478184
283	0.197850332
284	0.1975557015
285	0.1975159015
286	0.1969497544
287	0.1969038299
288	0.1966458316
289	0.1966075481
290	0.1962489927
291	0.1960569818
292	0.19548976
293	0.1950530061
294	0.1949297803
295	0.1946581692
296	0.1943728564
297	0.1940330359
298	0.193922321
299	0.1938135275
300	0.1935091408
301	0.1930813809
302	0.1929843274
303	0.1925800334
304	0.1922381199
305	0.1921274593
306	0.1917417522
307	0.1913300646
308	0.1912962613
309	0.1910359386
310	0.1910028324
311	0.1907862336
312	0.1903393132
313	0.1900679083
314	0.1899030211
315	0.1898681033
316	0.1894812755
317	0.1892155046
318	0.1887210959
319	0.1883341749
320	0.187920958
321	0.18778428
322	0.1872417001
323	0.1872096725
324	0.1870410921
325	0.1866092065
326	0.186368086
327	0.185973144
328	0.1857931344
329	0.1853263565
330	0.1849605685
331	0.1845712347
332	0.1844192735
333	0.1843430647
334	0.1841621368
335	0.1838127204
336	0.1836694751
337	0.1833848506
338	0.183025243
339	0.1827897671
340	0.1825545174
341	0.1825111118
342	0.1823729981
343	0.1822241212
344	0.1821631389
345	0.1819662091
346	0.1816589957
347	0.1813990311
348	0.1812166997
349	0.1809128811
350	0.1806986577
351	0.1804711241
352	0.1804242592
353	0.1803017153
354	0.1801741344
355	0.1799297485
356	0.1795942619
357	0.1793138581
358	0.1791413937
359	0.1787109788
360	0.1785226866
361	0.1781505088
362	0.1779109027
363	0.1776417898
364	0.1775348614
365	0.1775052907
366	0.1774765623
367	0.1772522098
368	0.1770417555
369	0.1769242964
370	0.1766401337
371	0.1764285923
372	0.1762593373
373	0.1762293393
374	0.1761378334
375	0.1760351316
376	0.1756226129
377	0.1752328329
378	0.1750719933
379	0.1747268055
380	0.1746588591
381	0.1746114034
382	0.1742819845
383	0.1740068204
384	0.173805363
385	0.1736631628
386	0.1734170197
387	0.1729360185
388	0.1729115985
389	0.1725875712
390	0.1724753118
391	0.172086437
392	0.1720122964
393	0.171987154
394	0.1718786011
395	0.1717695927
396	0.171622631
397	0.1715152564
398	0.1713446938
399	0.1711670751
400	0.1710810623
401	0.1709552258
402	0.1707559057
403	0.1704484113
404	0.1702027694
405	0.1701028408
406	0.1698062353
407	0.1696315328
408	0.1695492468
409	0.1693191383
410	0.1690347665
411	0.1687118246
412	0.1686893836
413	0.1685562164
414	0.1682378741
415	0.1681373245
416	0.1680419371
417	0.1679749663
418	0.1678071134
419	0.1677071815
420	0.1673810108
421	0.1672412754
422	0.1670505203
423	0.1667572489
424	0.1666434897
425	0.1663763236
426	0.1663530295
427	0.1661249749
428	0.1659139548
429	0.1656242663
430	0.1654112978
431	0.1651693614
432	0.1651375766
433	0.1649666489
434	0.1648127899
435	0.16443671
436	0.1642401388
437	0.1640763292
438	0.1638498777
439	0.1635413389
440	0.1633738457
441	0.1631221939
442	0.1628626438
443	0.162841685
444	0.1624807542
445	0.162397951
446	0.1620849746
447	0.1620178179
448	0.1618709886
449	0.1617664942
450	0.1614326814
451	0.1613157612
452	0.1612154837
453	0.1611796444
454	0.1611526401
455	0.1610738742
456	0.1608728247
457	0.1608383928
458	0.1607625017
459	0.1605503356
460	0.160417981
461	0.1603986084
462	0.1602935738
463	0.1602694031
464	0.1601782522
465	0.1598731209
466	0.1597056402
467	0.1596298299
468	0.1594507183
469	0.1592925491
470	0.159158599
471	0.1587745783
472	0.1587154897
473	0.1586579493
474	0.158349259
475	0.1580918841
476	0.1580653179
477	0.1577926324
478	0.157679965
479	0.1574531316
480	0.1573552971
481	0.1570477794
482	0.1568827067
483	0.1566651642
484	0.1565000684
485	0.1563864542
486	0.1562179143
487	0.1561932288
488	0.1561234375
489	0.1559320928
490	0.1555363256
491	0.1552243852
492	0.1549718911
493	0.1546492913
494	0.1544791232
495	0.1542370091
496	0.1539970025
497	0.1539762293
498	0.1537443826
499	0.1536766849
500	0.1536205012
501	0.1535680866
502	0.1533366197
503	0.1529947192
504	0.152950358
505	0.1528214107
506	0.1527570649
507	0.1525085947
508	0.1522959943
509	0.152000093
510	0.1519857938
511	0.151597139
512	0.1515822229
513	0.1515139029
514	0.1513092281
515	0.1512797478
516	0.1512420136
517	0.1511036286
518	0.1508646728
519	0.1506567581
520	0.1504576965
521	0.1501432749
522	0.1497942489
523	0.1496562324
524	0.1495963199
525	0.1495734535
526	0.1492576843
527	0.149233606
528	0.1491209242
529	0.1488603078
530	0.1488468382
531	0.1486608492
532	0.148352134
533	0.148216582
534	0.1480849585
535	0.1480359743
536	0.1479078373
537	0.1477248594
538	0.1475291557
539	0.1474346028
540	0.1474220529
541	0.1473577042
542	0.147103931
543	0.1470498255
544	0.1469390054
545	0.1467157029
546	0.1465152793
547	0.1464984979
548	0.1461807977
549	0.1461131726
550	0.1458784928
551	0.1458165542
552	0.1457242172
553	0.1453670947
554	0.1451385086
555	0.144941684
556	0.1447622465
557	0.1445337351
558	0.1442955858
559	0.1440798495
560	0.1439782909
561	0.1436970065
562	0.1434587584
563	0.1432681141
564	0.1429576468
565	0.1427439779
566	0.1425982258
567	0.1424001109
568	0.1421861002
569	0.1421067142
570	0.1419714865
571	0.1416739697
572	0.1416158135
573	0.1413331241
574	0.1413222259
575	0.1411460019
576	0.1408524356
577	0.1407754687
578	0.1407051045
579	0.1406259328
580	0.1404683502
581	0.1403708289
582	0.1403022737
583	0.1400067267
584	0.1399377333
585	0.1399274141
586	0.1398905667
587	0.1397718742
588	0.1395888809
589	0.1392880111
590	0.1391318243
591	0.1389564172
592	0.1386797791
593	0.1385185625
594	0.1385037318
595	0.1382555691
596	0.1381823033
597	0.1381249576
598	0.1379055441
599	0.1377238738
600	0.1375885891
601	0.1375734331
602	0.1373450227
603	0.1371473467
604	0.1370527885
605	0.1367850042
606	0.1365331317
607	0.1363306757
608	0.1361844325
609	0.1359674377
610	0.1358106369
611	0.1357987502
612	0.1354794337
613	0.1354199267
614	0.1352080875
615	0.1350829154
616	0.1350213576
617	0.1349698187
618	0.1349309977
619	0.1346289106
620	0.1344976521
621	0.1342273193
622	0.1340398093
623	0.1338975667
624	0.1337676731
625	0.1336446135
626	0.1334223702
627	0.1331506068
628	0.1329554908
629	0.1327615183
630	0.1326722007
631	0.1326588263
632	0.132489727
633	0.1323610397
634	0.1322562838
635	0.1321235497
636	0.1320264616
637	0.1318693546
638	0.1317507612
639	0.131603538
640	0.1314613665
641	0.1314313017
642	0.1312209832
643	0.1311961064
644	0.1310524134
645	0.1308612429
646	0.130644758
647	0.130435741
648	0.1304252975
649	0.1301635085
650	0.1300089728
651	0.1298577899
652	0.1297160845
653	0.1295392075
654	0.1294178453
655	0.1292683777
656	0.1291494554
657	0.1289806831
658	0.1289062508
659	0.1287838865
660	0.1287752482
661	0.1286537196
662	0.1285593068
663	0.1284037296
664	0.1283524247
665	0.1282110836
666	0.1281316729
667	0.1279569421
668	0.1277848384
669	0.1277092805
670	0.1274992828
671	0.1273908177
672	0.127304576
673	0.1272779308
674	0.1271678978
675	0.1269510911
676	0.1268708618
677	0.1267895388
678	0.126753861
679	0.1266201064
680	0.1265670664
681	0.126395033
682	0.1263444802
683	0.126297385
684	0.1260642495
685	0.1260161985
686	0.1257691346
687	0.1256939146
688	0.1254172507
689	0.1253948834
690	0.1252294602
691	0.1251010751
692	0.125041586
693	0.1248594954
694	0.1246380404
695	0.1244573119
696	0.1243836694
697	0.1241386644
698	0.1240243538
699	0.1240157123
700	0.1239327711
701	0.1238264449
702	0.1238021824
703	0.1237423152
704	0.1234686762
705	0.1233313851
706	0.1233239081
707	0.1231783111
708	0.1231351245
709	0.1230897891
710	0.1230617676
711	0.1228224683
712	0.1226221605
713	0.1224127514
714	0.1223495877
715	0.1222720178
716	0.1220383147
717	0.1219724616
718	0.1219182014
719	0.1217691171
720	0.1215904762
721	0.1213762522
722	0.1212231212
723	0.121205644
724	0.1210183983
725	0.1208170629
726	0.1207628657
727	0.1207015792
728	0.1206328808
729	0.1205910464
730	0.1205490649
731	0.1203941344
732	0.120243479
733	0.1201315384
734	0.1200789008
735	0.1199788133
736	0.1198066359
737	0.1196530707
738	0.1195007259
739	0.1193953657
740	0.1193578168
741	0.1192752632
742	0.1191506777
743	0.1190453266
744	0.1188272858
745	0.1187673677
746	0.1187212484
747	0.1185005308
748	0.1183829859
749	0.1183396549
750	0.1182972314
751	0.1181535078
752	0.1179456261
753	0.1177228102
754	0.1176552767
755	0.1176269438
756	0.1175590164
757	0.1173077873
758	0.1171362759
759	0.1171260977
760	0.1169419525
761	0.1168364448
762	0.1166908675
763	0.116640668
764	0.1163025131
765	0.1162839083
766	0.116170472
767	0.1159964551
768	0.1159781551
769	0.1158615685
770	0.1158296819
771	0.1156153379
772	0.1154678982
773	0.115264672
774	0.1151093885
775	0.1149925556
776	0.1149826774
777	0.1148823394
778	0.1148552263
779	0.1148377214
780	0.1147061255
781	0.1145885223
782	0.1143512934
783	0.1140918528
784	0.114017402
785	0.1139158617
786	0.1137095481
787	0.1136197853
788	0.1135149088
789	0.1133462422
790	0.1132601411
791	0.1129089676
792	0.1128388636
793	0.1127239082
794	0.1126146918
795	0.112607902
796	0.1125847326
797	0.1124624805
798	0.1123902054
799	0.112285429
800	0.1122229714
801	0.1120879241
802	0.1118089655
803	0.1116429839
804	0.1114889402
805	0.1114678854
806	0.1113169077
807	0.1111082313
808	0.1109260128
809	0.110896232
810	0.1107603857
811	0.1107092394
812	0.1106406493
813	0.1105702729
814	0.1104572275
815	0.1104094616
816	0.1104027153
817	0.1103211068
818	0.1101851731
819	0.1099556467
820	0.1098836962
821	0.1098560553
822	0.1098346523
823	0.1098248193
824	0.1098070913
825	0.1097731979
826	0.1096967505
827	0.1095029823
828	0.1092406562
829	0.1090767439
830	0.1090440295
831	0.1088530784
832	0.1087173157
833	0.1085874409
834	0.108483841
835	0.1083534573
836	0.1083178447
837	0.1082502654
838	0.1082031838
839	0.1081075399
840	0.1080792108
841	0.1079736811
842	0.1077261837
843	0.1077207419
844	0.1075707296
845	0.1073964764
846	0.1072711666
847	0.1071904744
848	0.1070648554
849	0.1070586817
850	0.1070029243
851	0.1068068318
852	0.1067149867
853	0.106581663
854	0.1064270457
855	0.1063447017
856	0.1062241015
857	0.1060643197
858	0.1059952853
859	0.1058453983
860	0.1057789608
861	0.1057435
862	0.1055971322
863	0.1054803502
864	0.1054665622
865	0.1052908961
866	0.1052776601
867	0.1052215744
868	0.1051599586
869	0.1051266048
870	0.1048111654
871	0.1047881755
872	0.1046914989
873	0.1046060623
874	0.1045020971
875	0.1043852005
876	0.1042773035
877	0.1042253895
878	0.1041551149
879	0.1039867189
880	0.1038733844
881	0.1036764831
882	0.1035006659
883	0.1034463723
884	0.1034101275
885	0.1032273302
886	0.1031029687
887	0.1028812919
888	0.1026881119
889	0.1026776217
890	0.1025992664
891	0.1025648332
892	0.1025428001
893	0.1023423672
894	0.1021079103
895	0.1020621001
896	0.101982456
897	0.1019750814
898	0.1019456131
899	0.1018800851
900	0.1018502347
901	0.1017377514
902	0.1016792163
903	0.1014676237
904	0.1013703508
905	0.1012962991
906	0.1011992659
907	0.1011499438
908	0.1010125652
909	0.1007346474
910	0.1005884908
911	0.1004945546
912	0.1004136361
913	0.1002495954
914	0.1000586802
915	0.09981892118
916	0.0997449239
917	0.09964697218
918	0.09950984204
919	0.09938895246
920	0.09938424755
921	0.09922615591
922	0.09907238824
923	0.09886417965
924	0.09868840845
925	0.09854783696
926	0.0984396221
927	0.09838656415
928	0.0982301697
929	0.0980540123
930	0.09787318181
931	0.0978373676
932	0.09768663972
933	0.09760250994
934	0.09747486914
935	0.09739135308
936	0.09725747087
937	0.09720630605
938	0.09708315132
939	0.09698060156
940	0.09689540008
941	0.09677507477
942	0.09666920847
943	0.09646207503
944	0.0963031605
945	0.0961060066
946	0.09599017847
947	0.09587505332
948	0.09578134639
949	0.09569547087
950	0.09554887534
951	0.09552359931
952	0.09531257274
953	0.0951467077
954	0.09513974346
955	0.09497810192
956	0.09483444783
957	0.0946837054
958	0.09460446525
959	0.0944864534
960	0.09443176046
961	0.09436444129
962	0.09434598685
963	0.09416916358
964	0.0940833679
965	0.09401587
966	0.09374149042
967	0.09360514735
968	0.09352789572
969	0.09342001576
970	0.09339851674
971	0.09322713659
972	0.09312686382
973	0.09304017169
974	0.09289418409
975	0.09278643099
976	0.09272088054
977	0.09264923805
978	0.09250369517
979	0.09242428732
980	0.0924160547
981	0.09226765045
982	0.09225147167
983	0.09207699596
984	0.09200547222
985	0.09187192417
986	0.09175701197
987	0.09168732109
988	0.09167820718
989	0.09155068777
990	0.09143017712
991	0.09137309393
992	0.09128459567
993	0.09112017136
994	0.09106031846
995	0.09099308498
996	0.09089206564
997	0.0907956744
998	0.09071850431
999	0.09065220583
